Name,Review,Overall Company Rating
bhargavi challa,Ibm is turning out to be a sinking ship.Being an ex employee I feel apt to post this review.The recruitment policies of Ibm have changed drastically and middle management …More,4.5
saikumar kakarla,Every person wants to work in this place,4.5
JYOTHI ANTONY KUMAR,Very nice building and parking facility,4.5
Jitendra Kumar Jena,Good,4.5
True Indian,It's an extended block of G1,4.5
Kumar Gaurav,Good place to work,4.5
Sendil Kumar,Awesome,4.5
Ckay K,This Building with both Kyndryl and IBM,4.5
giriyappa T,It software office,4.5
Praveen kumar N,Super,4.5
Kiran S,Good,4.5
Venkatesh HR,Nice,4.5
Dinesh Patil,Super outside view,4.5
Agnello Newcastle,Best work place,4.5
Ashwanth Kumar,Great office block... Everything is close.,4.5
Praveen K,Working place,4.5
Anurag Sharma,friendly environment,4.5
muthu selvan,Awesome tech park,4.5
Linkhim Rai,Food lovers,4.5
Neethu Gowda,"You can experience that's so sweet moment, when people there in speaks kannada! Thanks to the management for placing such humble admins and receptionist they are so interactive and also ensuring to resolve queries regarding access. …More",4.5
sarabjeet singh,Awesome,4.5
Balaji M,Well maintained infrastructure and best place to work.,4.5
shashi Kumar,"Fully AC office, Nice place to start.",4.5
Umer Baig,The best atmosphere Place,4.5
Fayaz Pasha,Hot spot for IBM techies,4.5
arun selvam,Ok,4.5
Kiran Vk,Funtastic work culture,4.5
gourahari patra,It is good,4.5
Ali Hussan,Good,4.5
Nirakar Barik,Good company with well maintained and interviewer staff was very good.,4.5
Minam Rasool,If anyone is going for a job interview in IBM;  (if you get selected and they assure you you'll get an offer letter within some days and then after some days they will give you no reply and when you go to enquire they will say you are on …More,4.5
Mohammed Sufi,"Good place to work but rest rooms always stinks, management is not focusing on keeping even a spray to keep that pleasant",4.5
Krishna Nandikes,"Good corporate office in Manyata Tech park. Clean, neat and well maintained. I have had many friends who have worked here and good feedback was given by all of them.",4.5
Mohammed Samiullah MH,Wonderful building,4.5
Ajaya Prasad Biswal,Good,4.5
Anupam Das,I like my office,4.5
Roopa B,Overall experience in Ibm is very good,4.5
lakshminarayan Sagar,Very nice company,4.5
Gurukiran Neeraje,Very well maintained,4.5
syed sahil,Always heavy traffic,4.5
Shabreen Sulthana,Awesome 🤝,4.5
Raghu Nath,My company,4.5
360 Master,Good work place,4.5
deepak kumar,Good place to work,4.5
Abhishek Kumar,Old from insideLooks like old government office.Parking is almost full,4.5
Sagar Morabagalu,Awesome work environment,4.5
rahul kumar,IBM is here,4.5
Malagouda Patil,Nice location,4.5
Saras Saras,Very good architecture,4.5
Hey Akhil,Nice experience. IBM India,4.5
Abdul Khan,You have Ibm and kendryl in the same location.As usual the security and entry exit route is set in most stupid manner especially for the visitors,4.5
Vinod C,My Work Location,4.5
Pushker Singh Nayal,Best Place To Work,4.5
Suraj Kiran,"It is good place to work and also one of the clean, neat and well maintained office in IBM.",4.5
Srinath T K,Good office,4.5
Ram pyluru,Nice place,4.5
monu mahat,IBM,4.5
Satyashiva Samal,Its a good place to work and also have fun....,4.5
Jagan Kandasami,New and good office space,4.5
Banu Prakash R,Nice atmosphere,4.5
Jayesh K,Well infrastructure and good maintained,4.5
ganesh v,Good office space,4.5
Syed Saud,New look manyata is good.,4.5
Priyadarsini Choudhury,Prime location IT Park. Nice view of Main road of Manyata Tech Park from G2 Building.,4.5
Devil In Disguise,Professional work place,4.5
Triveni Gowda,Work place with good ambience.,4.5
Tulika Priya,Loved it,4.5
Rajni S,Office building,4.5
ganesh subbiah,Outdated design,4.5
Abhishek Shetty,Worst canteens,4.5
jagdish K,Nice IT park,4.5
Pinjala RamaRao,Good,4.5
Bharat Kumar Dabbiru,Good,4.5
Sanjay Tak,One of the best place to work.,4.5
Swati Mukhopadhyay,Nice place to work,4.5
Dona Abraham,Spacious and cool space to spend time. Seating arrangements are nice.,4.5
Souptik Maiti,Excellent place,4.5
Narayanaswamy V,Nice,4.5
Shashank Tripathi,All's good but the atmosphere is a bit monotonousOr maybe i was expecting something else,4.5
manu sv,Good place to work.,4.5
Kavya bk,Nice place to work,4.5
Narasimman L,Heavy traffic,4.5
Prasanta kumar behera,Is a software company,4.5
Dinesh Nagaraju,Big applaud for the house keeping ans securities,4.5
Narayan K,Cool place,4.5
sudheer kumar,Nice Place To Work.,4.5
Prasad Ramamoorthy,Work place,4.5
Amardeep Amar,Good company,4.5
Jayanta Sonowal,"Good place for Jobs, but you can't enter without security check",4.5
Pranam Bhat,Had been there for an interview.They neglect everyone. They don't bother you. Huge space. Crowded on weekends as well.,4.5
SHREEMANTH Shree,Love,4.5
Ramakrishnappa Venkatachalapathi,Nice to catch up from vehicle,4.5
Sagar KSK,Good office space.,4.5
Rohit Rajan,Normal Office place,4.5
Srinivas,IT corridor,4.5
Amruthdev Kattinakere,Quite a nice place to work. I work from this building few days in a month.,4.5
jahnavi paisa,Nice,4.5
shree kanta,Good,4.5
Shaik Peeran Basha,Best places,4.5
Nalini Reddy,Work place,4.5
Manzoor malik,To the point,4.5
Nandan Kumar,Prince Kumar,4.5
Arun Anaji,Mm,4.5
Sohail M,Accurate direction inside Manyata Embassy Business Park.,4.5
zubeda Begum,Working with IBM fantastic place to work,4.5
Jagan K A,Good,4.5
Subbarao Rallapalli,G2 is the block where IBM has occupied all the floors in Manyata which is maintained well with spacious and reach to other buildings.,4.5
Abhijit Sutar,lAM IBM employees my work technician,4.5
Jayant Kaushik,awesome,4.5
Agasanoor Rajesh,Good place work safe in this place,4.5
Pratyush Pattnaik,"IBM office needs serious renovation, it's seems to be stuck in 1990s",4.5
Arindam Kundu,Nice place for work.,4.5
Sandip Nandi,Awesome place to work. Enjoy the place. Have fun.,4.5
SHUBHAM URANKAR,Firstly IBM is known for its name and brand. It's located in Manyata tech park which is a premium tech park I would say. You have all the amenities there and overall the ambience of the place is great. You would get the feel of silicon Valley.,4.5
akhilesh yerukonda,"One of the best offices of IBM, will experience the real and best work place",4.5
Mustaf Muchhali,Good,4.5
Chitiprolu Sravan Kumar,Best place to work,4.5
Ananth K,Manyata tech park,4.5
syed soud,i work here,4.5
